name,university,conference,count,adjustedcount,year
Marcus Hutter,Australian National University,ijcai,2,0.583333333,2017
Patrik Haslum,Australian National University,ijcai,1,0.25,2017
Richard I. Hartley,Australian National University,icml,1,0.333333333,2017
Robert E. Mahony,Australian National University,icra,2,0.583333333,2017
Robert E. Mahony,Australian National University,iros,1,0.25,2017
Stephen Gould,Australian National University,cvpr,3,0.75,2017
Sylvie Thi̩baux,Australian National University,ijcai,1,0.25,2017
Viorela Ila,Australian National University,iros,1,0.25,2017
Yuchao Dai,Australian National University,cvpr,1,0.25,2017
Anoop Cherian,Australian National University,cvpr,3,0.75,2018
Basura Fernando,Australian National University,cvpr,1,0.25,2018
Dongwoo Kim,Australian National University,icml,2,1,2018
Enrico Scala,Australian National University,ijcai,1,0.25,2018
Fatih Porikli,Australian National University,cvpr,5,1.333333333,2018
Hongdong Li,Australian National University,cvpr,2,0.45,2018
Hongdong Li,Australian National University,icra,1,0.25,2018
John Lloyd,Australian National University,icra,1,0.333333333,2018
Laurent Kneip,Australian National University,cvpr,1,0.333333333,2018
Lexing Xie,Australian National University,aaai,1,0.25,2018
Lexing Xie,Australian National University,cvpr,1,0.333333333,2018
Marcus Hutter,Australian National University,ijcai,2,0.833333333,2018
Patrik Haslum,Australian National University,ijcai,1,0.25,2018
Richard I. Hartley,Australian National University,cvpr,1,0.2,2018
Robert E. Mahony,Australian National University,iros,1,0.5,2018
Stephen Gould,Australian National University,cvpr,4,0.753968254,2018
Sylvie Thi̩baux,Australian National University,aaai,1,0.25,2018
Yuchao Dai,Australian National University,cvpr,2,0.45,2018
Sarit Kraus,Bar-Ilan University,aaai,1,0.333333333,1990
Sarit Kraus,Bar-Ilan University,aaai,1,0.5,1991
Sarit Kraus,Bar-Ilan University,ijcai,1,0.5,1991
Sarit Kraus,Bar-Ilan University,aaai,1,1,1993
Sarit Kraus,Bar-Ilan University,ijcai,1,0.5,1993
Moshe Koppel,Bar-Ilan University,icml,1,0.333333333,1994
Ido Dagan,Bar-Ilan University,icml,1,0.5,1995
Moshe Koppel,Bar-Ilan University,icml,1,0.5,1995
Moshe Koppel,Bar-Ilan University,icml,1,0.5,1996
Sarit Kraus,Bar-Ilan University,aaai,1,0.5,1997
Gal A. Kaminka,Bar-Ilan University,aaai,1,0.5,1998
Gal A. Kaminka,Bar-Ilan University,ijcai,1,0.2,1999
Ido Dagan,Bar-Ilan University,icml,1,0.333333333,2001
Jacob Goldberger,Bar-Ilan University,ijcai,1,0.5,2001
Sarit Kraus,Bar-Ilan University,ijcai,1,0.5,2001
Sarit Kraus,Bar-Ilan University,aaai,1,0.333333333,2002
Gal A. Kaminka,Bar-Ilan University,ijcai,1,0.5,2003
Sarit Kraus,Bar-Ilan University,ijcai,1,0.333333333,2003
Joseph Keshet,Bar-Ilan University,icml,1,0.333333333,2004
Moshe Koppel,Bar-Ilan University,icml,1,0.5,2004
David Sarne,Bar-Ilan University,aaai,2,1,2005
Gal A. Kaminka,Bar-Ilan University,aaai,4,1.583333333,2005
Gal A. Kaminka,Bar-Ilan University,icra,1,0.5,2005
Gal A. Kaminka,Bar-Ilan University,ijcai,1,0.5,2005
Ido Dagan,Bar-Ilan University,aaai,1,0.333333333,2005
Moshe Koppel,Bar-Ilan University,aaai,1,0.333333333,2005
Noa Agmon,Bar-Ilan University,aaai,1,0.333333333,2005
Sarit Kraus,Bar-Ilan University,aaai,4,1.583333333,2005
Sarit Kraus,Bar-Ilan University,ijcai,1,0.333333333,2005
David Sarne,Bar-Ilan University,aaai,1,0.25,2006
Gal A. Kaminka,Bar-Ilan University,aaai,2,0.75,2006
Gal A. Kaminka,Bar-Ilan University,icra,4,1.666666667,2006
Noa Agmon,Bar-Ilan University,icra,1,0.333333333,2006
Sarit Kraus,Bar-Ilan University,aaai,2,0.75,2006
David Sarne,Bar-Ilan University,ijcai,1,0.333333333,2007
Gal A. Kaminka,Bar-Ilan University,aaai,3,1.5,2007
Gal A. Kaminka,Bar-Ilan University,icra,2,0.833333333,2007
Ido Dagan,Bar-Ilan University,aaai,1,0.25,2007
Jacob Goldberger,Bar-Ilan University,cvpr,2,0.666666667,2007
Nathan S. Netanyahu,Bar-Ilan University,cvpr,1,0.333333333,2007
Noa Agmon,Bar-Ilan University,icra,1,0.333333333,2007
Sarit Kraus,Bar-Ilan University,aaai,1,0.5,2007
Sarit Kraus,Bar-Ilan University,ijcai,3,1,2007
David Sarne,Bar-Ilan University,aaai,1,0.25,2008
Gal A. Kaminka,Bar-Ilan University,icra,1,0.333333333,2008
Joseph Keshet,Bar-Ilan University,icml,1,0.333333333,2008
Noa Agmon,Bar-Ilan University,icra,1,0.333333333,2008
Sarit Kraus,Bar-Ilan University,aaai,2,0.5,2008
Sarit Kraus,Bar-Ilan University,icra,1,0.333333333,2008
Yonatan Aumann,Bar-Ilan University,aaai,1,0.25,2008
Ely Porat,Bar-Ilan University,ijcai,1,0.333333333,2009
Gal A. Kaminka,Bar-Ilan University,ijcai,1,0.25,2009
Noa Agmon,Bar-Ilan University,ijcai,1,0.25,2009
Sarit Kraus,Bar-Ilan University,ijcai,4,1.416666667,2009
Yonatan Aumann,Bar-Ilan University,ijcai,1,0.333333333,2009
David Sarne,Bar-Ilan University,aaai,1,0.333333333,2010
Gal A. Kaminka,Bar-Ilan University,aaai,1,0.25,2010
Gal A. Kaminka,Bar-Ilan University,icra,2,0.666666667,2010
Jacob Goldberger,Bar-Ilan University,icml,1,0.5,2010
Sarit Kraus,Bar-Ilan University,aaai,3,0.833333333,2010
Sarit Kraus,Bar-Ilan University,icra,1,0.333333333,2010
Noa Agmon,Bar-Ilan University,aaai,3,0.866666667,2011
Sarit Kraus,Bar-Ilan University,aaai,3,0.783333333,2011
Sarit Kraus,Bar-Ilan University,ijcai,2,0.5,2011
Avinatan Hassidim,Bar-Ilan University,aaai,1,0.333333333,2012
David Sarne,Bar-Ilan University,aaai,1,0.333333333,2012
Noa Agmon,Bar-Ilan University,icra,1,0.166666667,2012
Sarit Kraus,Bar-Ilan University,aaai,4,1.066666667,2012
Yonatan Aumann,Bar-Ilan University,aaai,1,0.333333333,2012
David Sarne,Bar-Ilan University,aaai,2,0.75,2013
Gal A. Kaminka,Bar-Ilan University,iros,1,0.333333333,2013
Joseph Keshet,Bar-Ilan University,ijcai,1,0.25,2013
Moshe Koppel,Bar-Ilan University,aaai,1,0.1,2013
Nathan S. Netanyahu,Bar-Ilan University,cvpr,1,0.333333333,2013
Noa Agmon,Bar-Ilan University,iros,1,0.333333333,2013
Sarit Kraus,Bar-Ilan University,aaai,5,1.483333333,2013
Sarit Kraus,Bar-Ilan University,ijcai,2,0.583333333,2013
David Sarne,Bar-Ilan University,aaai,2,0.666666667,2014
David Sarne,Bar-Ilan University,iros,1,0.333333333,2014
Gal A. Kaminka,Bar-Ilan University,iros,2,0.666666667,2014
Nathan S. Netanyahu,Bar-Ilan University,aaai,1,0.333333333,2014
Noa Agmon,Bar-Ilan University,aaai,1,0.333333333,2014
Noa Agmon,Bar-Ilan University,iros,1,0.333333333,2014
Sarit Kraus,Bar-Ilan University,aaai,3,0.916666667,2014
Avinatan Hassidim,Bar-Ilan University,aaai,2,0.533333333,2015
Avinatan Hassidim,Bar-Ilan University,ijcai,1,0.333333333,2015
David Sarne,Bar-Ilan University,aaai,2,0.45,2015
Noa Agmon,Bar-Ilan University,ijcai,1,0.2,2015
Noa Agmon,Bar-Ilan University,iros,2,1,2015
Sarit Kraus,Bar-Ilan University,aaai,2,0.75,2015
Sarit Kraus,Bar-Ilan University,ijcai,1,0.2,2015
Yonatan Aumann,Bar-Ilan University,aaai,1,0.333333333,2015
David Sarne,Bar-Ilan University,aaai,1,0.5,2016
Gal A. Kaminka,Bar-Ilan University,ijcai,1,0.2,2016
Noa Agmon,Bar-Ilan University,ijcai,1,0.2,2016
Sarit Kraus,Bar-Ilan University,aaai,1,0.166666667,2016
Avinatan Hassidim,Bar-Ilan University,icml,1,0.5,2017
Avinatan Hassidim,Bar-Ilan University,ijcai,1,0.333333333,2017
David Sarne,Bar-Ilan University,aaai,3,1.083333333,2017
David Sarne,Bar-Ilan University,ijcai,1,0.333333333,2017
Gal A. Kaminka,Bar-Ilan University,ijcai,1,0.5,2017
Noa Agmon,Bar-Ilan University,ijcai,2,0.7,2017
Sarit Kraus,Bar-Ilan University,aaai,1,0.2,2017
Sarit Kraus,Bar-Ilan University,ijcai,3,1.033333333,2017
Avinatan Hassidim,Bar-Ilan University,aaai,2,0.666666667,2018
Avinatan Hassidim,Bar-Ilan University,icml,1,0.166666667,2018
Avinatan Hassidim,Bar-Ilan University,ijcai,2,0.476190476,2018
David Sarne,Bar-Ilan University,aaai,1,0.5,2018
David Sarne,Bar-Ilan University,ijcai,1,0.333333333,2018
Gal A. Kaminka,Bar-Ilan University,aaai,1,0.333333333,2018
Noa Agmon,Bar-Ilan University,aaai,1,0.333333333,2018
Noa Agmon,Bar-Ilan University,iros,2,0.666666667,2018
Sarit Kraus,Bar-Ilan University,ijcai,2,0.666666667,2018
Sarit Kraus,Bar-Ilan University,iros,1,0.166666667,2018
Yoav Goldberg,Bar-Ilan University,icml,2,0.666666667,2018
Yonatan Aumann,Bar-Ilan University,aaai,1,0.333333333,2018
Yonatan Aumann,Bar-Ilan University,ijcai,2,0.666666667,2018
Wei Li 0022,Beihang University,ijcai,1,0.25,1993
Yunhong Wang,Beihang University,cvpr,1,0.25,2005
Yunhong Wang,Beihang University,cvpr,1,0.333333333,2007
Qinping Zhao,Beihang University,cvpr,1,0.166666667,2010
Ke Xu 0001,Beihang University,ijcai,1,0.2,2011
Qinping Zhao,Beihang University,cvpr,2,0.45,2011
Wei Wu 0008,Beihang University,icra,1,0.333333333,2012
Zhong Zhou,Beihang University,icra,1,0.333333333,2012
Bo Lang,Beihang University,aaai,1,0.333333333,2013
Bo Lang,Beihang University,cvpr,1,0.25,2013
Feng Lu 0005,Beihang University,cvpr,1,0.2,2013
Ke Xu 0001,Beihang University,aaai,1,0.166666667,2013
Qinping Zhao,Beihang University,cvpr,1,0.2,2013
Xiaoming Zhang,Beihang University,aaai,1,0.166666667,2013
Zhoujun Li,Beihang University,aaai,1,0.166666667,2013
Bo Lang,Beihang University,cvpr,1,0.25,2014
Kai Hu,Beihang University,icra,1,0.333333333,2014
Ke Xu 0001,Beihang University,aaai,1,0.25,2014
Qinping Zhao,Beihang University,cvpr,1,0.166666667,2014
Xiao Bai 0001,Beihang University,cvpr,1,0.166666667,2014
Feng Lu 0005,Beihang University,cvpr,1,0.333333333,2015
Hailong Sun 0001,Beihang University,aaai,1,0.2,2015
Jia Li 0003,Beihang University,cvpr,1,0.2,2015
Kai Hu,Beihang University,icra,1,0.333333333,2015
Ke Xu 0001,Beihang University,ijcai,1,0.2,2015
Xiao Bai 0001,Beihang University,cvpr,1,0.2,2015
Xiao Bai 0001,Beihang University,ijcai,1,0.2,2015
Xiaoming Zhang,Beihang University,ijcai,1,0.333333333,2015
Xudong Liu,Beihang University,aaai,1,0.5,2015
Zhang Xiong,Beihang University,aaai,1,0.2,2015
Zhoujun Li,Beihang University,aaai,2,0.45,2015
Zhoujun Li,Beihang University,ijcai,1,0.333333333,2015
Hailong Sun 0001,Beihang University,ijcai,1,0.2,2016
Jianxin Li,Beihang University,aaai,1,0.2,2016
Jianxin Li,Beihang University,ijcai,1,0.2,2016
Xudong Liu,Beihang University,ijcai,1,0.2,2016
Zhoujun Li,Beihang University,aaai,2,0.45,2016
Bo Li 0005,Beihang University,ijcai,1,0.2,2017
Jia Li 0003,Beihang University,cvpr,1,0.2,2017
Jianxin Li,Beihang University,aaai,1,0.25,2017
Jianxin Li,Beihang University,ijcai,2,0.45,2017
Jinpeng Huai,Beihang University,ijcai,1,0.2,2017
Yunhong Wang,Beihang University,aaai,1,0.166666667,2017
Yunhong Wang,Beihang University,cvpr,3,0.485714286,2017
Zhang Xiong,Beihang University,aaai,2,0.366666667,2017
Zhang Xiong,Beihang University,ijcai,1,0.2,2017
Zhoujun Li,Beihang University,aaai,1,0.166666667,2017
Biao Leng,Beihang University,aaai,2,0.45,2018
Biao Leng,Beihang University,cvpr,1,0.166666667,2018
Bo Lang,Beihang University,aaai,1,0.166666667,2018
Bo Lang,Beihang University,cvpr,1,0.25,2018
Di Huang 0001,Beihang University,cvpr,1,0.25,2018
Feng Lu 0005,Beihang University,cvpr,1,0.2,2018
Hailong Sun 0001,Beihang University,ijcai,1,0.25,2018
Jianxin Li,Beihang University,aaai,1,0.25,2018
Jianxin Li,Beihang University,ijcai,1,0.2,2018
Jinpeng Huai,Beihang University,ijcai,1,0.25,2018
Weifeng Lv,Beihang University,aaai,1,0.166666667,2018
Weifeng Lv,Beihang University,ijcai,1,0.2,2018
Xiang Long,Beihang University,aaai,1,0.142857143,2018
Xiang Long,Beihang University,cvpr,1,0.166666667,2018
Yunhong Wang,Beihang University,aaai,1,0.25,2018
Yunhong Wang,Beihang University,cvpr,1,0.25,2018
Zhang Xiong,Beihang University,aaai,2,0.476190476,2018
Zhoujun Li,Beihang University,aaai,3,0.575,2018
Zhoujun Li,Beihang University,ijcai,1,0.333333333,2018
Solomon Eyal Shimony,Ben-Gurion University of the Negev,aaai,1,0.5,1990
Michael Elhadad,Ben-Gurion University of the Negev,aaai,1,1,1991
Solomon Eyal Shimony,Ben-Gurion University of the Negev,aaai,1,1,1991
Michael Elhadad,Ben-Gurion University of the Negev,aaai,1,1,1993
Ronen I. Brafman,Ben-Gurion University of the Negev,aaai,1,0.333333333,1993
Ronen I. Brafman,Ben-Gurion University of the Negev,ijcai,3,1.5,1995
Ohad Ben-Shahar,Ben-Gurion University of the Negev,icra,2,1,1996
Ronen I. Brafman,Ben-Gurion University of the Negev,aaai,3,2,1997
Ronen I. Brafman,Ben-Gurion University of the Negev,ijcai,1,0.333333333,1997
Solomon Eyal Shimony,Ben-Gurion University of the Negev,aaai,1,0.333333333,1997
Ronen I. Brafman,Ben-Gurion University of the Negev,ijcai,3,2,1999
Ohad Ben-Shahar,Ben-Gurion University of the Negev,cvpr,1,0.5,2001
Ronen I. Brafman,Ben-Gurion University of the Negev,ijcai,3,1.833333333,2001
Solomon Eyal Shimony,Ben-Gurion University of the Negev,ijcai,1,0.333333333,2001
Aharon Bar-Hillel,Ben-Gurion University of the Negev,cvpr,1,0.25,2003
Aharon Bar-Hillel,Ben-Gurion University of the Negev,icml,1,0.25,2003
Meir Kalech,Ben-Gurion University of the Negev,ijcai,1,0.5,2003
Ohad Ben-Shahar,Ben-Gurion University of the Negev,cvpr,1,0.5,2003
Ronen I. Brafman,Ben-Gurion University of the Negev,ijcai,1,0.5,2003
Aharon Bar-Hillel,Ben-Gurion University of the Negev,cvpr,1,0.333333333,2004
Aharon Bar-Hillel,Ben-Gurion University of the Negev,icml,1,0.333333333,2004
Ariel Felner,Ben-Gurion University of the Negev,aaai,1,0.25,2004
Ya'akov Gal,Ben-Gurion University of the Negev,aaai,1,0.25,2004
Aharon Bar-Hillel,Ben-Gurion University of the Negev,cvpr,1,0.333333333,2005
Ariel Felner,Ben-Gurion University of the Negev,ijcai,1,0.25,2005
Meir Kalech,Ben-Gurion University of the Negev,aaai,1,0.5,2005
Ronen I. Brafman,Ben-Gurion University of the Negev,aaai,1,0.5,2005
Ronen I. Brafman,Ben-Gurion University of the Negev,ijcai,1,0.2,2005
Aharon Bar-Hillel,Ben-Gurion University of the Negev,icml,1,0.333333333,2006
Ariel Felner,Ben-Gurion University of the Negev,aaai,1,0.25,2006
Meir Kalech,Ben-Gurion University of the Negev,aaai,1,0.25,2006
Ronen I. Brafman,Ben-Gurion University of the Negev,aaai,2,0.75,2006
Solomon Eyal Shimony,Ben-Gurion University of the Negev,aaai,1,0.25,2006
Aharon Bar-Hillel,Ben-Gurion University of the Negev,icml,1,0.5,2007
Ariel Felner,Ben-Gurion University of the Negev,aaai,2,0.5,2007
Ariel Felner,Ben-Gurion University of the Negev,ijcai,1,0.5,2007
Guy Shani,Ben-Gurion University of the Negev,aaai,1,0.25,2007
Guy Shani,Ben-Gurion University of the Negev,ijcai,1,0.333333333,2007
Roie Zivan,Ben-Gurion University of the Negev,ijcai,1,0.5,2007
Ronen I. Brafman,Ben-Gurion University of the Negev,aaai,3,0.7,2007
Ronen I. Brafman,Ben-Gurion University of the Negev,ijcai,2,0.833333333,2007
Solomon Eyal Shimony,Ben-Gurion University of the Negev,aaai,2,0.45,2007
Solomon Eyal Shimony,Ben-Gurion University of the Negev,ijcai,1,0.333333333,2007
Ya'akov Gal,Ben-Gurion University of the Negev,aaai,2,1,2007
Ariel Felner,Ben-Gurion University of the Negev,aaai,2,0.583333333,2008
Ohad Ben-Shahar,Ben-Gurion University of the Negev,cvpr,1,0.25,2008
Roie Zivan,Ben-Gurion University of the Negev,aaai,1,1,2008
Ariel Felner,Ben-Gurion University of the Negev,ijcai,4,1.066666667,2009
Guy Shani,Ben-Gurion University of the Negev,ijcai,2,0.5,2009
Ronen I. Brafman,Ben-Gurion University of the Negev,ijcai,1,0.25,2009
Solomon Eyal Shimony,Ben-Gurion University of the Negev,ijcai,2,0.666666667,2009
Ariel Felner,Ben-Gurion University of the Negev,aaai,3,0.75,2010
Ohad Ben-Shahar,Ben-Gurion University of the Negev,cvpr,1,0.5,2010
Ronen I. Brafman,Ben-Gurion University of the Negev,aaai,2,0.75,2010
Roni Stern,Ben-Gurion University of the Negev,aaai,1,0.25,2010
Ya'akov Gal,Ben-Gurion University of the Negev,aaai,1,0.25,2010
Ariel Felner,Ben-Gurion University of the Negev,aaai,1,0.25,2011
Ariel Felner,Ben-Gurion University of the Negev,ijcai,1,0.25,2011
Guy Shani,Ben-Gurion University of the Negev,ijcai,1,0.5,2011
Meir Kalech,Ben-Gurion University of the Negev,aaai,1,0.333333333,2011
Ohad Ben-Shahar,Ben-Gurion University of the Negev,cvpr,3,0.916666667,2011
Ronen I. Brafman,Ben-Gurion University of the Negev,aaai,2,0.416666667,2011
Ronen I. Brafman,Ben-Gurion University of the Negev,ijcai,1,0.5,2011
Roni Stern,Ben-Gurion University of the Negev,ijcai,1,0.25,2011
Solomon Eyal Shimony,Ben-Gurion University of the Negev,ijcai,1,0.5,2011
Ya'akov Gal,Ben-Gurion University of the Negev,ijcai,1,0.5,2011
Aharon Bar-Hillel,Ben-Gurion University of the Negev,cvpr,1,0.25,2012
Ariel Felner,Ben-Gurion University of the Negev,aaai,3,0.625,2012
Guy Shani,Ben-Gurion University of the Negev,aaai,1,0.5,2012
Meir Kalech,Ben-Gurion University of the Negev,aaai,2,0.5,2012
Ohad Ben-Shahar,Ben-Gurion University of the Negev,cvpr,1,0.5,2012
Ronen I. Brafman,Ben-Gurion University of the Negev,aaai,2,1,2012
Roni Stern,Ben-Gurion University of the Negev,aaai,4,0.875,2012
Solomon Eyal Shimony,Ben-Gurion University of the Negev,aaai,1,0.5,2012
