name,university,conference,count,adjustedcount,year
Randy Goebel,University of Alberta,ijcai,1,0.333333333,2007
Richard S. Sutton,University of Alberta,icml,1,0.333333333,2007
Richard S. Sutton,University of Alberta,ijcai,1,0.333333333,2007
Russell Greiner,University of Alberta,ijcai,1,0.5,2007
Vadim Bulitko,University of Alberta,ijcai,2,0.45,2007
Csaba SzepesvÃ¡ri,University of Alberta,icml,1,0.333333333,2008
Duane Szafron,University of Alberta,icml,1,0.25,2008
Hong Zhang 0013,University of Alberta,iros,1,0.5,2008
Jia-Huai You,University of Alberta,aaai,2,1,2008
Jonathan Schaeffer,University of Alberta,aaai,1,0.333333333,2008
Martin MÃ?ller 0003,University of Alberta,icml,1,0.333333333,2008
Michael H. Bowling,University of Alberta,icml,2,0.583333333,2008
Pierre Boulanger,University of Alberta,icra,1,0.333333333,2008
Richard S. Sutton,University of Alberta,icml,1,0.333333333,2008
Robert C. Holte,University of Alberta,aaai,1,0.25,2008
Yee-Hong Yang,University of Alberta,cvpr,1,0.5,2008
Csaba SzepesvÃ¡ri,University of Alberta,icml,3,0.676190476,2009
Csaba SzepesvÃ¡ri,University of Alberta,icra,1,0.25,2009
Dale Schuurmans,University of Alberta,cvpr,1,0.333333333,2009
Dale Schuurmans,University of Alberta,icml,1,0.333333333,2009
Duane Szafron,University of Alberta,ijcai,1,0.333333333,2009
Hong Zhang 0013,University of Alberta,iros,1,0.5,2009
Jonathan Schaeffer,University of Alberta,ijcai,2,0.4,2009
Martha White,University of Alberta,icml,1,0.333333333,2009
Martha White,University of Alberta,ijcai,1,0.5,2009
Martin JÃ?gersand,University of Alberta,icra,1,0.25,2009
Martin MÃ?ller 0003,University of Alberta,ijcai,1,0.5,2009
Michael Buro,University of Alberta,ijcai,2,0.75,2009
Michael H. Bowling,University of Alberta,ijcai,2,0.833333333,2009
Randy Goebel,University of Alberta,ijcai,1,0.333333333,2009
Richard S. Sutton,University of Alberta,icml,1,0.142857143,2009
Robert C. Holte,University of Alberta,ijcai,1,0.2,2009
Russell Greiner,University of Alberta,icml,2,0.533333333,2009
Ryan B. Hayward,University of Alberta,ijcai,1,0.333333333,2009
Vadim Bulitko,University of Alberta,ijcai,1,0.333333333,2009
Csaba SzepesvÃ¡ri,University of Alberta,icml,3,1,2010
Csaba SzepesvÃ¡ri,University of Alberta,iros,1,0.333333333,2010
James R. Wright,University of Alberta,aaai,1,0.5,2010
Jonathan Schaeffer,University of Alberta,aaai,1,0.25,2010
Martin JÃ?gersand,University of Alberta,icra,2,0.666666667,2010
Martin JÃ?gersand,University of Alberta,iros,2,0.666666667,2010
Michael Buro,University of Alberta,aaai,1,0.25,2010
Michael H. Bowling,University of Alberta,icml,1,0.333333333,2010
Richard S. Sutton,University of Alberta,icml,1,0.25,2010
Robert C. Holte,University of Alberta,aaai,2,0.5,2010
Russell Greiner,University of Alberta,aaai,1,0.333333333,2010
Russell Greiner,University of Alberta,icml,1,0.25,2010
Dale Schuurmans,University of Alberta,aaai,2,0.7,2011
Dale Schuurmans,University of Alberta,ijcai,1,0.5,2011
Duane Szafron,University of Alberta,aaai,1,0.333333333,2011
Hong Zhang 0013,University of Alberta,icra,1,1,2011
Hong Zhang 0013,University of Alberta,ijcai,1,0.25,2011
Hong Zhang 0013,University of Alberta,iros,1,0.5,2011
Jia-Huai You,University of Alberta,aaai,1,0.333333333,2011
Jonathan Schaeffer,University of Alberta,aaai,2,0.5,2011
Martha White,University of Alberta,aaai,1,0.2,2011
Martin MÃ?ller 0003,University of Alberta,aaai,1,0.333333333,2011
Michael Buro,University of Alberta,ijcai,2,1,2011
Michael H. Bowling,University of Alberta,aaai,1,0.333333333,2011
Michael H. Bowling,University of Alberta,ijcai,1,0.25,2011
Robert C. Holte,University of Alberta,aaai,3,0.916666667,2011
Vadim Bulitko,University of Alberta,aaai,1,0.5,2011
Vadim Bulitko,University of Alberta,ijcai,1,0.5,2011
Csaba SzepesvÃ¡ri,University of Alberta,aaai,1,0.5,2012
Csaba SzepesvÃ¡ri,University of Alberta,icml,3,1.333333333,2012
Dale Schuurmans,University of Alberta,icml,1,0.2,2012
Duane Szafron,University of Alberta,aaai,2,0.533333333,2012
Hong Zhang 0013,University of Alberta,icra,1,0.5,2012
Hong Zhang 0013,University of Alberta,iros,1,0.5,2012
Jia-Huai You,University of Alberta,aaai,1,0.25,2012
Jonathan Schaeffer,University of Alberta,aaai,1,0.125,2012
Martha White,University of Alberta,icml,1,0.333333333,2012
Martin JÃ?gersand,University of Alberta,iros,2,0.833333333,2012
Michael Buro,University of Alberta,aaai,1,0.333333333,2012
Michael H. Bowling,University of Alberta,aaai,3,0.783333333,2012
Michael H. Bowling,University of Alberta,icml,2,0.75,2012
Or Sheffet,University of Alberta,icml,1,0.333333333,2012
Richard S. Sutton,University of Alberta,icml,1,0.333333333,2012
Robert C. Holte,University of Alberta,aaai,3,0.791666667,2012
Russell Greiner,University of Alberta,icml,1,0.333333333,2012
Vadim Bulitko,University of Alberta,aaai,1,0.5,2012
Csaba SzepesvÃ¡ri,University of Alberta,icml,4,1.166666667,2013
Dale Schuurmans,University of Alberta,icml,1,0.25,2013
Martin JÃ?gersand,University of Alberta,icra,1,0.166666667,2013
Martin MÃ?ller 0003,University of Alberta,ijcai,1,0.5,2013
Michael H. Bowling,University of Alberta,aaai,1,0.333333333,2013
Michael H. Bowling,University of Alberta,icml,2,0.583333333,2013
Michael H. Bowling,University of Alberta,ijcai,1,0.333333333,2013
Richard S. Sutton,University of Alberta,icml,1,0.5,2013
Yee-Hong Yang,University of Alberta,cvpr,1,0.333333333,2013
Csaba SzepesvÃ¡ri,University of Alberta,icml,2,0.583333333,2014
Dale Schuurmans,University of Alberta,aaai,1,0.333333333,2014
Dale Schuurmans,University of Alberta,icml,1,0.25,2014
Hong Zhang 0013,University of Alberta,icra,1,0.5,2014
Hong Zhang 0013,University of Alberta,iros,1,0.5,2014
Jonathan Schaeffer,University of Alberta,aaai,1,0.333333333,2014
Martin MÃ?ller 0003,University of Alberta,aaai,2,0.583333333,2014
Michael H. Bowling,University of Alberta,aaai,2,0.666666667,2014
Richard S. Sutton,University of Alberta,icml,2,0.75,2014
Robert C. Holte,University of Alberta,aaai,2,0.583333333,2014
Russell Greiner,University of Alberta,icml,2,0.583333333,2014
Yee-Hong Yang,University of Alberta,cvpr,2,0.833333333,2014
Csaba SzepesvÃ¡ri,University of Alberta,icml,3,0.916666667,2015
Csaba SzepesvÃ¡ri,University of Alberta,ijcai,1,0.333333333,2015
Dale Schuurmans,University of Alberta,aaai,1,0.25,2015
Dale Schuurmans,University of Alberta,ijcai,1,0.333333333,2015
Hong Zhang 0013,University of Alberta,icra,2,0.583333333,2015
Hong Zhang 0013,University of Alberta,iros,1,0.333333333,2015
Jia-Huai You,University of Alberta,aaai,1,0.333333333,2015
Jia-Huai You,University of Alberta,ijcai,1,0.333333333,2015
Martha White,University of Alberta,aaai,1,0.25,2015
Martin JÃ?gersand,University of Alberta,icra,3,0.783333333,2015
Martin MÃ?ller 0003,University of Alberta,aaai,1,0.5,2015
Michael Buro,University of Alberta,ijcai,1,0.5,2015
Michael H. Bowling,University of Alberta,aaai,5,1.333333333,2015
Michael H. Bowling,University of Alberta,ijcai,1,0.25,2015
Robert C. Holte,University of Alberta,aaai,1,0.333333333,2015
Russell Greiner,University of Alberta,ijcai,1,0.333333333,2015
Csaba SzepesvÃ¡ri,University of Alberta,aaai,2,0.583333333,2016
Csaba SzepesvÃ¡ri,University of Alberta,icml,4,1.2,2016
Hong Zhang 0013,University of Alberta,iros,2,0.833333333,2016
Jia-Huai You,University of Alberta,ijcai,1,0.333333333,2016
Jonathan Schaeffer,University of Alberta,ijcai,1,0.2,2016
Martha White,University of Alberta,ijcai,1,0.333333333,2016
Martin JÃ?gersand,University of Alberta,icra,1,0.25,2016
Martin MÃ?ller 0003,University of Alberta,aaai,1,0.5,2016
Michael H. Bowling,University of Alberta,aaai,1,0.333333333,2016
Michael H. Bowling,University of Alberta,ijcai,2,0.666666667,2016
Robert C. Holte,University of Alberta,aaai,1,0.25,2016
Robert C. Holte,University of Alberta,ijcai,3,0.7,2016
Russell Greiner,University of Alberta,icml,1,0.333333333,2016
Yee-Hong Yang,University of Alberta,cvpr,1,0.333333333,2016
Csaba SzepesvÃ¡ri,University of Alberta,icml,1,0.166666667,2017
Csaba SzepesvÃ¡ri,University of Alberta,ijcai,1,0.2,2017
Dale Schuurmans,University of Alberta,ijcai,1,0.166666667,2017
Hong Zhang 0013,University of Alberta,icra,1,0.5,2017
Martha White,University of Alberta,aaai,2,0.666666667,2017
Martha White,University of Alberta,icml,2,1.25,2017
Martha White,University of Alberta,ijcai,1,0.333333333,2017
Martin JÃ?gersand,University of Alberta,icra,1,0.2,2017
Martin JÃ?gersand,University of Alberta,iros,3,1,2017
Martin MÃ?ller 0003,University of Alberta,ijcai,2,0.666666667,2017
Michael H. Bowling,University of Alberta,icml,1,0.333333333,2017
Or Sheffet,University of Alberta,icml,1,1,2017
Osmar R. ZaÃ¯ane,University of Alberta,aaai,1,0.5,2017
Robert C. Holte,University of Alberta,ijcai,2,0.583333333,2017
Ryan B. Hayward,University of Alberta,ijcai,1,0.333333333,2017
Vadim Bulitko,University of Alberta,ijcai,1,0.25,2017
Yee-Hong Yang,University of Alberta,cvpr,1,0.333333333,2017
Csaba SzepesvÃ¡ri,University of Alberta,icml,3,0.833333333,2018
Dale Schuurmans,University of Alberta,icml,1,0.25,2018
Dale Schuurmans,University of Alberta,ijcai,1,0.142857143,2018
Hong Zhang 0013,University of Alberta,icra,1,0.333333333,2018
Hong Zhang 0013,University of Alberta,iros,2,0.5,2018
Martha White,University of Alberta,icml,2,0.666666667,2018
Martha White,University of Alberta,ijcai,1,0.2,2018
Martin JÃ?gersand,University of Alberta,iros,2,0.333333333,2018
Martin MÃ?ller 0003,University of Alberta,aaai,1,0.333333333,2018
Martin MÃ?ller 0003,University of Alberta,ijcai,1,0.333333333,2018
Michael H. Bowling,University of Alberta,aaai,1,0.2,2018
Or Sheffet,University of Alberta,icml,1,1,2018
Richard S. Sutton,University of Alberta,aaai,1,0.25,2018
Ryan B. Hayward,University of Alberta,ijcai,1,0.333333333,2018
Khalil Sima'an,University of Amsterdam,icml,1,0.333333333,2007
Maarten de Rijke,University of Amsterdam,ijcai,1,0.5,2007
Maarten de Rijke,University of Amsterdam,icml,1,0.25,2014
Evangelos Kanoulas,University of Amsterdam,aaai,1,0.25,2017
Maarten de Rijke,University of Amsterdam,icml,1,0.25,2018
Sandiway Fong,University of Arizona,ijcai,1,0.5,1985
Kobus Barnard,University of Arizona,cvpr,1,0.333333333,2001
Alon Efrat,University of Arizona,icra,1,0.25,2003
Kobus Barnard,University of Arizona,cvpr,1,0.2,2003
Stephen G. Kobourov,University of Arizona,icra,1,0.25,2003
Kobus Barnard,University of Arizona,cvpr,2,0.833333333,2005
Chris Gniady,University of Arizona,aaai,1,0.5,2006
Kobus Barnard,University of Arizona,cvpr,2,0.75,2007
Kobus Barnard,University of Arizona,cvpr,1,0.5,2008
Kobus Barnard,University of Arizona,cvpr,2,0.366666667,2011
Kobus Barnard,University of Arizona,cvpr,1,0.166666667,2012
Kobus Barnard,University of Arizona,cvpr,2,0.533333333,2013
Kobus Barnard,University of Arizona,icml,1,0.166666667,2015
John M. Gauch,University of Arkansas,icra,1,0.333333333,1991
Qinghua Li,University of Arkansas,iros,1,0.333333333,1991
Qinghua Li,University of Arkansas,iros,1,0.333333333,1992
Qinghua Li,University of Arkansas,iros,1,0.333333333,1993
Xiaoqing Liu,University of Arkansas,cvpr,1,0.333333333,2008
Xintao Wu,University of Arkansas,ijcai,1,0.25,2011
Xintao Wu,University of Arkansas,ijcai,1,0.333333333,2015
Xintao Wu,University of Arkansas,aaai,1,0.25,2016
Xintao Wu,University of Arkansas,ijcai,1,0.333333333,2016
Xintao Wu,University of Arkansas,ijcai,1,0.333333333,2017
Xintao Wu,University of Arkansas,ijcai,1,0.333333333,2018
Manolis Koubarakis,University of Athens,aaai,1,0.5,1998
Manolis Koubarakis,University of Athens,aaai,1,0.5,1999
Dimitrios Gunopulos,University of Athens,cvpr,1,0.333333333,2000
Dimitrios Gunopulos,University of Athens,icml,1,0.5,2001
Theoharis Theoharis,University of Athens,cvpr,1,0.166666667,2005
Theoharis Theoharis,University of Athens,cvpr,1,0.142857143,2010
Elias S. Manolakos,University of Athens,icra,1,0.2,2012
Manolis Koubarakis,University of Athens,aaai,2,0.833333333,2014
Georgy L. Gimel'farb,University of Auckland,ijcai,1,0.333333333,1971
Ian D. Watson,University of Auckland,ijcai,1,0.5,1999
Mike Barley,University of Auckland,icml,1,0.333333333,2002
Patricia J. Riddle,University of Auckland,icml,1,0.333333333,2002
Georgy L. Gimel'farb,University of Auckland,cvpr,2,1,2008
Burkhard WÃ?nsche,University of Auckland,icra,1,0.333333333,2009
Ian D. Watson,University of Auckland,ijcai,1,0.5,2011
Mark C. Wilson,University of Auckland,ijcai,1,0.25,2011
Sebastian Link,University of Auckland,aaai,1,1,2013
Mike Barley,University of Auckland,aaai,1,0.25,2014
Jiamou Liu,University of Auckland,ijcai,1,0.5,2016
Mike Barley,University of Auckland,ijcai,1,0.166666667,2016
Jiamou Liu,University of Auckland,aaai,1,0.5,2017
Mike Barley,University of Auckland,ijcai,1,0.25,2017
Patricia J. Riddle,University of Auckland,ijcai,1,0.333333333,2017
Yun Sing Koh,University of Auckland,ijcai,1,0.333333333,2017
Jiamou Liu,University of Auckland,ijcai,1,0.166666667,2018
Mike Barley,University of Auckland,aaai,1,0.166666667,2018
Patricia J. Riddle,University of Auckland,aaai,1,0.166666667,2018
Joanna Bryson,University of Bath,ijcai,1,0.5,2001
Ozgur Simsek,University of Bath,icml,1,0.5,2004
Ozgur Simsek,University of Bath,icml,1,0.333333333,2005
Ozgur Simsek,University of Bath,ijcai,1,0.5,2005
Ozgur Simsek,University of Bath,icml,1,0.5,2006
Joanna Bryson,University of Bath,ijcai,1,0.5,2007
Joanna Bryson,University of Bath,ijcai,1,0.5,2011
Christian Richardt,University of Bath,cvpr,1,0.25,2013
Darren Cosker,University of Bath,cvpr,1,0.25,2013
Joanna Bryson,University of Bath,icra,1,0.2,2013
Neill D. F. Campbell,University of Bath,cvpr,1,0.333333333,2013
Neill D. F. Campbell,University of Bath,cvpr,1,0.25,2014
Neill D. F. Campbell,University of Bath,cvpr,1,0.25,2015
Julian Padget,University of Bath,ijcai,1,0.25,2016
Marina De Vos,University of Bath,ijcai,1,0.25,2016
Ozgur Simsek,University of Bath,icml,1,0.333333333,2016
Christian Richardt,University of Bath,cvpr,2,0.30952381,2018
Darren Cosker,University of Bath,cvpr,1,0.333333333,2018
Julian Padget,University of Bath,ijcai,1,0.333333333,2018
Marina De Vos,University of Bath,ijcai,1,0.333333333,2018
Neill D. F. Campbell,University of Bath,cvpr,2,0.45,2018
Yong-Liang Yang,University of Bath,aaai,2,0.4,2018
Paolo Favaro,University of Bern,cvpr,1,0.5,2000
Paolo Favaro,University of Bern,cvpr,2,0.75,2003
Paolo Favaro,University of Bern,cvpr,1,0.5,2004
Paolo Favaro,University of Bern,cvpr,1,0.333333333,2005
Paolo Favaro,University of Bern,cvpr,1,0.25,2007
Paolo Favaro,University of Bern,cvpr,2,1,2008
Paolo Favaro,University of Bern,cvpr,1,1,2010
Paolo Favaro,University of Bern,cvpr,1,0.333333333,2011
Paolo Favaro,University of Bern,cvpr,1,0.5,2012
Paolo Favaro,University of Bern,cvpr,1,0.5,2013
Paolo Favaro,University of Bern,cvpr,1,0.5,2014
Paolo Favaro,University of Bern,cvpr,1,0.333333333,2017
Paolo Favaro,University of Bern,cvpr,4,1.283333333,2018
Peter A. Flach,University of Bristol,icml,1,0.5,2001
Peter A. Flach,University of Bristol,icml,2,0.583333333,2002
Walterio W. Mayol-Cuevas,University of Bristol,icra,1,0.333333333,2002
Peter A. Flach,University of Bristol,icml,3,2,2003
Peter A. Flach,University of Bristol,icml,2,0.583333333,2004
Peter A. Flach,University of Bristol,ijcai,2,1,2005
Andrew Calway,University of Bristol,cvpr,1,0.5,2006
Andrew Calway,University of Bristol,cvpr,1,0.25,2007
Walterio W. Mayol-Cuevas,University of Bristol,cvpr,1,0.25,2007
Neill W. Campbell,University of Bristol,cvpr,1,0.333333333,2008
Dima Damen,University of Bristol,cvpr,1,0.5,2009
Carl Henrik Ek,University of Bristol,icra,1,0.25,2011
Carl Henrik Ek,University of Bristol,iros,2,0.5,2011
Dave Cliff,University of Bristol,ijcai,1,0.5,2011
Peter A. Flach,University of Bristol,icml,2,0.666666667,2011
Andrew Calway,University of Bristol,icra,1,0.5,2012
Andrew Calway,University of Bristol,iros,2,0.583333333,2012
Carl Henrik Ek,University of Bristol,icml,1,0.25,2012
Carl Henrik Ek,University of Bristol,icra,1,0.2,2012
Carl Henrik Ek,University of Bristol,iros,1,0.2,2012
Dima Damen,University of Bristol,iros,1,0.25,2012
Walterio W. Mayol-Cuevas,University of Bristol,icra,1,0.5,2012
Walterio W. Mayol-Cuevas,University of Bristol,iros,2,0.583333333,2012
Andrew Calway,University of Bristol,icra,1,0.333333333,2013
Andrew Calway,University of Bristol,iros,1,0.333333333,2013
Carl Henrik Ek,University of Bristol,icra,4,0.95,2013
Carl Henrik Ek,University of Bristol,iros,1,0.2,2013
Kerstin Eder,University of Bristol,iros,1,0.2,2013
Walterio W. Mayol-Cuevas,University of Bristol,icra,1,0.25,2013
Walterio W. Mayol-Cuevas,University of Bristol,iros,1,0.333333333,2013
Andrew Calway,University of Bristol,icra,1,0.333333333,2014
Carl Henrik Ek,University of Bristol,icra,1,0.25,2014
Kerstin Eder,University of Bristol,iros,1,0.5,2014
Walterio W. Mayol-Cuevas,University of Bristol,icra,1,0.333333333,2014
Andrew Calway,University of Bristol,icra,1,0.5,2015
Andrew Calway,University of Bristol,iros,1,0.333333333,2015
Carl Henrik Ek,University of Bristol,icra,1,0.25,2015
Carl Henrik Ek,University of Bristol,iros,1,0.333333333,2015
Walterio W. Mayol-Cuevas,University of Bristol,icra,3,1.166666667,2015
Walterio W. Mayol-Cuevas,University of Bristol,iros,2,0.833333333,2015
Andrew Calway,University of Bristol,icra,1,0.5,2016
Anne Roudaut,University of Bristol,icra,1,0.166666667,2016
Carl Henrik Ek,University of Bristol,icra,1,0.166666667,2016
Carl Henrik Ek,University of Bristol,iros,1,0.25,2016
Peter A. Flach,University of Bristol,ijcai,1,0.333333333,2016
Walterio W. Mayol-Cuevas,University of Bristol,icra,2,1,2016
Seth Bullock,University of Bristol,iros,1,0.333333333,2017
Walterio W. Mayol-Cuevas,University of Bristol,icra,1,0.5,2017
Walterio W. Mayol-Cuevas,University of Bristol,iros,1,0.142857143,2017
Andrew Calway,University of Bristol,iros,2,1,2018
Dima Damen,University of Bristol,cvpr,1,0.333333333,2018
Peter A. Flach,University of Bristol,ijcai,1,0.166666667,2018
Tilo Burghardt,University of Bristol,iros,1,0.333333333,2018
Walterio W. Mayol-Cuevas,University of Bristol,cvpr,1,0.333333333,2018
Walterio W. Mayol-Cuevas,University of Bristol,icra,1,0.5,2018
Walterio W. Mayol-Cuevas,University of Bristol,iros,2,0.642857143,2018
Alan K. Mackworth,University of British Columbia,ijcai,1,1,1973
Alan K. Mackworth,University of British Columbia,ijcai,1,1,1977
Dinesh K. Pai,University of British Columbia,icra,1,0.5,1986
Alan K. Mackworth,University of British Columbia,cvpr,1,0.5,1988
David Poole 0001,University of British Columbia,ijcai,1,1,1989
Dinesh K. Pai,University of British Columbia,icra,1,0.5,1989
Alan K. Mackworth,University of British Columbia,aaai,1,0.333333333,1990
Dinesh K. Pai,University of British Columbia,icra,1,0.5,1990
David Poole 0001,University of British Columbia,ijcai,2,1.333333333,1991
David Poole 0001,University of British Columbia,ijcai,2,1.5,1993
Dinesh K. Pai,University of British Columbia,iros,1,0.5,1993
Dinesh K. Pai,University of British Columbia,icra,3,1.333333333,1994
Dinesh K. Pai,University of British Columbia,iros,1,0.5,1994
James J. Little,University of British Columbia,cvpr,1,0.5,1994
David Poole 0001,University of British Columbia,ijcai,1,1,1995
Dinesh K. Pai,University of British Columbia,icra,2,0.666666667,1995
Giuseppe Carenini,University of British Columbia,ijcai,1,0.2,1995
Uri M. Ascher,University of British Columbia,icra,2,0.666666667,1995
Dinesh K. Pai,University of British Columbia,icra,2,1,1996
James J. Little,University of British Columbia,cvpr,1,0.5,1996
Alan K. Mackworth,University of British Columbia,icra,1,0.5,1997
David Poole 0001,University of British Columbia,ijcai,1,1,1997
Dinesh K. Pai,University of British Columbia,icra,1,0.25,1997
Alan K. Mackworth,University of British Columbia,iros,1,0.5,1998
Cristina Conati,University of British Columbia,aaai,1,0.333333333,1998
Dinesh K. Pai,University of British Columbia,icra,1,0.5,1998
James J. Little,University of British Columbia,iros,1,0.333333333,1998
Anne Condon,University of British Columbia,aaai,1,0.333333333,1999
David Poole 0001,University of British Columbia,ijcai,1,0.5,1999
Dinesh K. Pai,University of British Columbia,icra,3,1.2,1999
Holger H. Hoos,University of British Columbia,aaai,2,1.25,1999
Holger H. Hoos,University of British Columbia,ijcai,2,1.5,1999
James J. Little,University of British Columbia,icra,1,0.333333333,1999
Kevin Leyton-Brown,University of British Columbia,ijcai,1,0.333333333,1999
David Poole 0001,University of British Columbia,aaai,1,0.5,2000
Dinesh K. Pai,University of British Columbia,icra,2,0.833333333,2000
Holger H. Hoos,University of British Columbia,aaai,1,0.5,2000
James J. Little,University of British Columbia,cvpr,1,0.5,2000
Karon E. MacLean,University of British Columbia,icra,1,1,2000
Kevin Leyton-Brown,University of British Columbia,aaai,1,0.333333333,2000
Leonid Sigal,University of British Columbia,cvpr,1,0.333333333,2000
Michiel van de Panne,University of British Columbia,icra,1,0.25,2000
Uri M. Ascher,University of British Columbia,icra,1,0.333333333,2000
Cristina Conati,University of British Columbia,ijcai,1,0.5,2001
Dinesh K. Pai,University of British Columbia,icra,1,0.5,2001
Giuseppe Carenini,University of British Columbia,ijcai,2,1,2001
Holger H. Hoos,University of British Columbia,ijcai,1,0.5,2001
James J. Little,University of British Columbia,icra,1,0.333333333,2001
Dinesh K. Pai,University of British Columbia,icra,2,0.833333333,2002
Holger H. Hoos,University of British Columbia,aaai,2,2,2002
James J. Little,University of British Columbia,icra,1,0.142857143,2002
James J. Little,University of British Columbia,iros,2,0.666666667,2002
Kevin Leyton-Brown,University of British Columbia,aaai,1,0.333333333,2002
David Poole 0001,University of British Columbia,ijcai,1,1,2003
Dinesh K. Pai,University of British Columbia,icra,1,0.5,2003
Kevin Leyton-Brown,University of British Columbia,ijcai,1,0.5,2003
Michiel van de Panne,University of British Columbia,icra,1,0.333333333,2003
Alan K. Mackworth,University of British Columbia,iros,1,0.5,2004
Giuseppe Carenini,University of British Columbia,aaai,1,0.5,2004
James J. Little,University of British Columbia,cvpr,1,0.5,2004
James J. Little,University of British Columbia,iros,1,0.5,2004
Karon E. MacLean,University of British Columbia,icra,1,0.333333333,2004
Leonid Sigal,University of British Columbia,cvpr,2,0.533333333,2004
Michiel van de Panne,University of British Columbia,icra,1,0.5,2004
David Poole 0001,University of British Columbia,ijcai,1,0.5,2005
Dinesh K. Pai,University of British Columbia,cvpr,1,0.25,2005
Holger H. Hoos,University of British Columbia,ijcai,1,0.333333333,2005
Michiel van de Panne,University of British Columbia,icra,2,1,2005
Ian M. Mitchell,University of British Columbia,icra,1,0.5,2006
James J. Little,University of British Columbia,icra,1,0.333333333,2006
James J. Little,University of British Columbia,iros,1,0.5,2006
Kevin Leyton-Brown,University of British Columbia,aaai,1,0.5,2006
Leonid Sigal,University of British Columbia,cvpr,1,0.5,2006
Mark W. Schmidt,University of British Columbia,icml,1,0.25,2006
Michiel van de Panne,University of British Columbia,icra,1,0.5,2006
Anne Condon,University of British Columbia,aaai,1,0.333333333,2007
Cristina Conati,University of British Columbia,ijcai,1,0.5,2007
David Poole 0001,University of British Columbia,aaai,1,1,2007
Holger H. Hoos,University of British Columbia,aaai,1,0.333333333,2007
James J. Little,University of British Columbia,cvpr,2,0.666666667,2007
James J. Little,University of British Columbia,iros,1,0.5,2007
Kevin Leyton-Brown,University of British Columbia,aaai,3,1.333333333,2007
Leonid Sigal,University of British Columbia,cvpr,1,0.2,2007
Mark W. Schmidt,University of British Columbia,aaai,1,0.333333333,2007
Michiel van de Panne,University of British Columbia,icra,1,0.5,2007
James J. Little,University of British Columbia,icra,3,0.833333333,2008
James J. Little,University of British Columbia,iros,1,0.2,2008
Leonid Sigal,University of British Columbia,cvpr,1,0.333333333,2008
Mark W. Schmidt,University of British Columbia,cvpr,1,0.25,2008
Cristina Conati,University of British Columbia,ijcai,1,1,2009
David Poole 0001,University of British Columbia,ijcai,1,0.5,2009
Frank Wood,University of British Columbia,icml,1,0.2,2009
Holger H. Hoos,University of British Columbia,ijcai,1,0.25,2009
James J. Little,University of British Columbia,iros,1,0.333333333,2009
Kevin Leyton-Brown,University of British Columbia,ijcai,1,0.25,2009
Leonid Sigal,University of British Columbia,cvpr,1,0.333333333,2009
Mark W. Schmidt,University of British Columbia,cvpr,1,0.5,2009
Alan K. Mackworth,University of British Columbia,iros,1,0.25,2010
Frank Wood,University of British Columbia,icml,1,0.333333333,2010
Holger H. Hoos,University of British Columbia,aaai,1,0.333333333,2010
James J. Little,University of British Columbia,icra,1,0.333333333,2010
Kevin Leyton-Brown,University of British Columbia,aaai,3,1.333333333,2010
Leonid Sigal,University of British Columbia,cvpr,1,0.25,2010
Siamak Ravanbakhsh,University of British Columbia,aaai,1,0.333333333,2010
David Poole 0001,University of British Columbia,aaai,1,0.5,2011
Dinesh K. Pai,University of British Columbia,icra,1,0.5,2011
Giuseppe Carenini,University of British Columbia,ijcai,1,0.333333333,2011
James J. Little,University of British Columbia,cvpr,1,0.25,2011
James J. Little,University of British Columbia,iros,2,0.833333333,2011
Kevin Leyton-Brown,University of British Columbia,aaai,2,0.833333333,2011
Alan K. Mackworth,University of British Columbia,iros,1,0.5,2012
David Poole 0001,University of British Columbia,aaai,1,0.5,2012
Holger H. Hoos,University of British Columbia,aaai,1,0.333333333,2012
Kevin Leyton-Brown,University of British Columbia,aaai,3,0.866666667,2012
Leonid Sigal,University of British Columbia,cvpr,1,0.333333333,2012
Siamak Ravanbakhsh,University of British Columbia,icml,1,0.333333333,2012
Alan K. Mackworth,University of British Columbia,aaai,1,0.5,2013
David Poole 0001,University of British Columbia,ijcai,2,0.75,2013
Frank Wood,University of British Columbia,icml,1,0.2,2013
James J. Little,University of British Columbia,icra,3,1.083333333,2013
Karon E. MacLean,University of British Columbia,icra,1,0.2,2013
Leonid Sigal,University of British Columbia,cvpr,1,0.5,2013
Mark W. Schmidt,University of British Columbia,icml,1,0.25,2013
Michael P. Friedlander,University of British Columbia,icml,1,0.25,2013
David Poole 0001,University of British Columbia,aaai,1,0.5,2014
Frank Wood,University of British Columbia,icml,1,0.5,2014
Holger H. Hoos,University of British Columbia,icml,1,0.333333333,2014
Ian M. Mitchell,University of British Columbia,iros,1,0.333333333,2014
James J. Little,University of British Columbia,cvpr,1,0.25,2014
James J. Little,University of British Columbia,icra,1,0.5,2014
Kevin Leyton-Brown,University of British Columbia,icml,1,0.333333333,2014
Leonid Sigal,University of British Columbia,cvpr,1,0.333333333,2014
Siamak Ravanbakhsh,University of British Columbia,icml,1,0.25,2014
Alan J. Hu,University of British Columbia,aaai,1,0.25,2015
Cristina Conati,University of British Columbia,aaai,2,0.75,2015
David Poole 0001,University of British Columbia,aaai,1,0.5,2015
Giuseppe Carenini,University of British Columbia,aaai,1,0.25,2015
Holger H. Hoos,University of British Columbia,aaai,2,0.5,2015
Holger H. Hoos,University of British Columbia,ijcai,1,0.5,2015
